id,created_at,source,original_text,clean_text,lang,favorite_count,retweet_count,original_author,possibly_sensitive,hashtags,user_mentions,place,place_coord_boundaries
1602647542537523201,Tue Dec 13 12:52:04 +0000 2022,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","RT @airconsolidator: #Flights from #Linz, Austria (#LNZ) to #Jakarta, Indonesia (#JKT) - Roundtrip - 2 adults - Economy class - !!! ONLY $8…",from austria to indonesia roundtrip adults economy class only,en,0,3,FlightsPrices,,"Flights, Linz, LNZ, Jakarta, JKT",airconsolidator,United States,
1602647518160228352,Tue Dec 13 12:51:58 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @ccornjjay1: MENU CHOCBAN✨

https://t.co/1TrWSvg3RQ

#chocban #Jakarta #Shopee #rekomendasishopee #chocbanjakarta https://t.co/21p7vd4jWz",menu chocban,pl,0,180,belxgyn,False,"chocban, Jakarta, Shopee, rekomendasishopee, chocbanjakarta",ccornjjay1,"Bandung, Jawa Barat",
1602647261158465536,Tue Dec 13 12:50:57 +0000 2022,"<a href=""http://twittbot.net/"" rel=""nofollow"">twittbot.net</a>",Pusat branding mobil https://t.co/Yox6M39r1E #jakarta #tangerang #banten,pusat branding mobil,in,0,0,BrandsYourMind,False,"jakarta, tangerang, banten",,,
1602646903237529600,Tue Dec 13 12:49:32 +0000 2022,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","RT @airconsolidator: #Flights from #Linz, Austria (#LNZ) to #Jakarta, Indonesia (#JKT) - Roundtrip - 2 adults - Economy class - !!! ONLY $8…",from austria to indonesia roundtrip adults economy class only,en,0,3,flight_prices,,"Flights, Linz, LNZ, Jakarta, JKT",airconsolidator,,
1602646869242699777,Tue Dec 13 12:49:24 +0000 2022,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","1910 - Hotel des Indes, one of the most prestigious hotels in Asia. Located in Batavia (Jakarta).The Dutch government..harsh criticism.#Amsterdam #Indonesia #korea #ukraine #jakarta #世界史  #colorized #hotel #philately #dakar #Singapore #chot #colonialism #esteri #storia #resort https://t.co/v2syGIE2ba",hotel des indes one of paling prestigious hotels in asia located in batavia jakarta dutch government harsh criticism,en,0,0,Lara17196879,False,"Amsterdam, Indonesia, korea, ukraine, jakarta, 世界史, colorized, hotel, philately, dakar, Singapore, chot, colonialism, esteri, storia, resort",,State of North Borneo ,
1602646666795958274,Tue Dec 13 12:48:35 +0000 2022,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","mahasiswa itu harusnya lebih pinter dan melek teknologi.. jangan main hakim sendiri
contoh kita update Aplikasi yang sering digunain saehari-hari #WhatsApp 
#mahasiswa #gundar #jilat #Jakarta 

https://t.co/yljwGkY4fU",mahasiswa pinter melek teknologi main hakim sendiricontoh update aplikasi digunain saehari,in,0,0,link32564898,False,"WhatsApp, mahasiswa, gundar, jilat, Jakarta",,indonesia,
1602646122408816640,Tue Dec 13 12:46:25 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @AnandAshram: A piece of #heaven on #earth | do visit and stay with us @OneEarthCentre  #ciawi #bogor #westjawa - abt 80 minutes drive f…,a piece of on do visit and stay with us abt minutes drive f,en,0,2,Deyapramana,,"heaven, earth, ciawi, bogor, westjawa","AnandAshram, OneEarthCentre","ÜT: -8.763337,115.176926",
1602646046345424899,Tue Dec 13 12:46:07 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @Sobatnkri45: Teroris tidak terkait dengan agama apapun, mereka tidak mempunyai agama❗️

#lawanradikalisme #stopterorisme #lawanterorism…",teroris tidak terkait agama apapun tidak agama,in,0,2,AliansiH,,"lawanradikalisme, stopterorisme",Sobatnkri45,,
1602644515713650688,Tue Dec 13 12:40:02 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @LieeTya: 15~16 des #jakarta ya 🤎,des,es,0,9,SangarTweet_,,jakarta,LieeTya,,
1602644504133406720,Tue Dec 13 12:40:00 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Kwkw gawe koen ae blok

Pemimpin kok menstujui masa PSBB PPKM bahkan endorse paksa 💉🤣 https://t.co/0k7o4llGXe",kwkw kerja koen ae blokpemimpin menstujui psbb ppkm endorse paksa,in,1,0,alvinrio_1501,False,,,"Surabaya, Indonesia ",
