id,created_at,source,original_text,clean_text,lang,favorite_count,retweet_count,original_author,possibly_sensitive,hashtags,user_mentions,place,place_coord_boundaries
1596159432353726464,Fri Nov 25 15:10:38 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Sobat, masih bingung nonton Piala dunia dimana???..Yuk berlangganan segera di Vidio dari indihome Tv sekarang juga!! 🤩🥳 #IndiHome #PialaDunia2022 #PahlawanDariKita https://t.co/KwheyJwk6H",sobat bingung nonton piala dunia yuk berlangganan vidio indihome tv,in,1,0,prayogo_hodi,False,"IndiHome, PialaDunia2022, PahlawanDariKita",,"Sumatera Selatan, Indonesia",
1596159400758349825,Fri Nov 25 15:10:31 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @bharianmy: PIALA DUNIA 2022 QATAR
📻 KEPUTUSAN PENUH ❗

WALES 0-2 IRAN
⚽️ - Rouzbeh Cheshmi, 90+8'
⚽️ - Ramin Rezaeian 90+11

#PialaDuni…",piala dunia qatar keputusan penuh wales iran rouzbeh cheshmi ramin rezaeian,in,0,8,amerhaziqs,,,bharianmy,,
1596159355451498497,Fri Nov 25 15:10:20 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Sobat, masih bingung nonton Piala dunia dimana???..Yuk berlangganan segera di Vidio dari indihome Tv sekarang juga!! 🤩🥳 #IndiHome #PialaDunia2022 #PahlawanDariKita https://t.co/RsETBXPl2Y",sobat bingung nonton piala dunia yuk berlangganan vidio indihome tv,in,0,0,relonroberta1,False,"IndiHome, PialaDunia2022, PahlawanDariKita",,"Kota Bengkulu, Bengkulu",
1596159300862619655,Fri Nov 25 15:10:07 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @mojokdotco: Belanda-Ekuador berbagi skor. Sementara Inggris unggul tipis dari USA. #PrediksiMojok #PialaDunia2022 https://t.co/6y0xSNMl…,belanda ekuador berbagi skor inggris unggul tipis usa,in,0,1,kirana_dns,,"PrediksiMojok, PialaDunia2022",mojokdotco,,
1596159286324830208,Fri Nov 25 15:10:03 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Sobat, masih bingung nonton Piala dunia dimana???..Yuk berlangganan segera di Vidio dari indihome Tv sekarang juga!! 🤩🥳 #IndiHome #PialaDunia2022 #PahlawanDariKita https://t.co/6PyZHYLZiS",sobat bingung nonton piala dunia yuk berlangganan vidio indihome tv,in,0,0,zelaangelina1,False,"IndiHome, PialaDunia2022, PahlawanDariKita",,"Bengkulu Selatan, Bengkulu",
1596159208465915906,Fri Nov 25 15:09:45 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Sobat, masih bingung nonton Piala dunia dimana???..Yuk berlangganan segera di Vidio dari indihome Tv sekarang juga!! 🤩🥳 #IndiHome #PialaDunia2022 #PahlawanDariKita https://t.co/OqZAxelqO7",sobat bingung nonton piala dunia yuk berlangganan vidio indihome tv,in,0,0,genisiaputri2,False,"IndiHome, PialaDunia2022, PahlawanDariKita",,"Bengkulu, Indonesia",
1596159183141089280,Fri Nov 25 15:09:39 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Belanda-Ekuador berbagi skor. Sementara Inggris unggul tipis dari USA. #PrediksiMojok #PialaDunia2022 https://t.co/6y0xSNMlg0,belanda ekuador berbagi skor inggris unggul tipis usa,in,0,1,mojokdotco,False,"PrediksiMojok, PialaDunia2022",,redaksi@mojok.co,
1596159127243194370,Fri Nov 25 15:09:25 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Sobat, masih bingung nonton Piala dunia dimana???..Yuk berlangganan segera di Vidio dari indihome Tv sekarang juga!! 🤩🥳 #IndiHome #PialaDunia2022 #PahlawanDariKita https://t.co/lVfNQeV2S4",sobat bingung nonton piala dunia yuk berlangganan vidio indihome tv,in,0,0,Rekapurnamasa22,False,"IndiHome, PialaDunia2022, PahlawanDariKita",,"Bengkulu, Indonesia",
1596159013204692992,Fri Nov 25 15:08:58 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Sobat, masih bingung nonton Piala dunia dimana???..Yuk berlangganan segera di Vidio dari indihome Tv sekarang juga!! 🤩🥳 #IndiHome #PialaDunia2022 #PahlawanDariKita https://t.co/DNqF5MkBqb",sobat bingung nonton piala dunia yuk berlangganan vidio indihome tv,in,0,0,deli_sakina,False,"IndiHome, PialaDunia2022, PahlawanDariKita",,"Kota Bengkulu, Bengkulu",
1596158933680345089,Fri Nov 25 15:08:39 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Sobat, masih bingung nonton Piala dunia dimana???..Yuk berlangganan segera di Vidio dari indihome Tv sekarang juga!! 🤩🥳 #IndiHome #PialaDunia2022 #PahlawanDariKita https://t.co/deCFm4Wmi4",sobat bingung nonton piala dunia yuk berlangganan vidio indihome tv,in,0,0,Lennandaa,False,"IndiHome, PialaDunia2022, PahlawanDariKita",,,
1596158864893755393,Fri Nov 25 15:08:23 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Sobat, masih bingung nonton Piala dunia dimana???..Yuk berlangganan segera di Vidio dari indihome Tv sekarang juga!! 🤩🥳 #IndiHome #PialaDunia2022 #PahlawanDariKita https://t.co/TJwnT9v7f4",sobat bingung nonton piala dunia yuk berlangganan vidio indihome tv,in,0,0,yulia_sugina,False,"IndiHome, PialaDunia2022, PahlawanDariKita",,,
1596158788280557568,Fri Nov 25 15:08:04 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Sobat, masih bingung nonton Piala dunia dimana???..Yuk berlangganan segera di Vidio dari indihome Tv sekarang juga!! 🤩🥳 #IndiHome #PialaDunia2022 #PahlawanDariKita https://t.co/HanuokILAC",sobat bingung nonton piala dunia yuk berlangganan vidio indihome tv,in,0,0,viliananugerah1,False,"IndiHome, PialaDunia2022, PahlawanDariKita",,"Bengkulu, Indonesia",
1596158716528640000,Fri Nov 25 15:07:47 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Sobat, masih bingung nonton Piala dunia dimana???..Yuk berlangganan segera di Vidio dari indihome Tv sekarang juga!! 🤩🥳 #IndiHome #PialaDunia2022 #PahlawanDariKita https://t.co/KKanwSZMEN",sobat bingung nonton piala dunia yuk berlangganan vidio indihome tv,in,0,0,baharudinnbahar,False,"IndiHome, PialaDunia2022, PahlawanDariKita",,,
1596158624895684611,Fri Nov 25 15:07:26 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Sobat, masih bingung nonton Piala dunia dimana???..Yuk berlangganan segera di Vidio dari indihome Tv sekarang juga!! 🤩🥳 #IndiHome #PialaDunia2022 #PahlawanDariKita https://t.co/Eee2yG6jOE",sobat bingung nonton piala dunia yuk berlangganan vidio indihome tv,in,0,0,AnitaAn97398857,False,"IndiHome, PialaDunia2022, PahlawanDariKita",,,
1596158590116827137,Fri Nov 25 15:07:17 +0000 2022,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","CUMA DI REPUBLIK SPIN!!
EVENT MIX PARLAY SPECIAL WORLD CUP 2022 
BERHADIAH FANTASTIS!!
TUNGGU APA LAGI! DAFTAR DAN IKUTI EVENTNYA SEKARANG JUGA!
LINK DAFTAR : https://t.co/1tc3IQQzuD

#PialaDunia2022 #WIN #WorldcupQatar2022 #Event #REPUBLIKSPIN #WorldCup #pialadunia #BONUS #slot https://t.co/rntMazPUaR",republik spin event mix parlay special world cup berhadiah fantastis tunggu daftar ikuti eventnya link daftar,in,1,0,BonusNewMember,False,"PialaDunia2022, WIN, WorldcupQatar2022, Event, REPUBLIKSPIN, WorldCup, pialadunia, BONUS, slot",,Tangerang,
1596158531660439552,Fri Nov 25 15:07:03 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Sobat, masih bingung nonton Piala dunia dimana???..Yuk berlangganan segera di Vidio dari indihome Tv sekarang juga!! 🤩🥳 #IndiHome #PialaDunia2022 #PahlawanDariKita https://t.co/YVBmH6oBck",sobat bingung nonton piala dunia yuk berlangganan vidio indihome tv,in,0,0,desyyusvira523,False,"IndiHome, PialaDunia2022, PahlawanDariKita",,"Kota Bengkulu, Bengkulu",
1596158262222917632,Fri Nov 25 15:05:59 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","FT: Qatar 1-3 Senegal
⚽️ Mohammed Muntari 78'
-
⚽️ Boulaye Dia 41'
⚽️ Famara Diedhiou 48'
⚽️ Bamba Dieng 84' 

Tuan rumah #Qatar mengalami kekalahan kedua di #PialaDunia2022 

#FIFAWorldCup #WorldcupQatar2022 https://t.co/Wf1CZGXrIu",ft qatar senegal mohammed muntari boulaye famara diedhiou bamba dieng tuan rumah mengalami kekalahan,in,0,0,intermilanstory,False,"Qatar, PialaDunia2022, FIFAWorldCup, WorldcupQatar2022",,,
1596158184473133056,Fri Nov 25 15:05:41 +0000 2022,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","CUMA DI REPUBLIK SPIN!!
EVENT MIX PARLAY SPECIAL WORLD CUP 2022 
BERHADIAH FANTASTIS!!
TUNGGU APA LAGI! DAFTAR DAN IKUTI EVENTNYA SEKARANG JUGA!
LINK DAFTAR : https://t.co/bGjEvQxlMl

#PialaDunia2022 #WIN #WorldcupQatar2022 #Event #REPUBLIKSPIN #WorldCup #pialadunia #BONUS #slot https://t.co/Ghe2DTdiLs",republik spin event mix parlay special world cup berhadiah fantastis tunggu daftar ikuti eventnya link daftar,in,0,0,BonusMember100,False,"PialaDunia2022, WIN, WorldcupQatar2022, Event, REPUBLIKSPIN, WorldCup, pialadunia, BONUS, slot",,Bandung Bali Sulawesi Makassar,
1596158130995441664,Fri Nov 25 15:05:28 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",#IndiHome #PialaDunia2022 #PahlawanDariKita https://t.co/vYmoU8yrZe,,und,0,0,Mystogan_Jr,False,"IndiHome, PialaDunia2022, PahlawanDariKita",,Bengkulu,
1596158129456418817,Fri Nov 25 15:05:27 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Hasil FIFA World Cup 2022
Fase Grup A Matchday 2:

FT: Qatar 🇶🇦 vs Senegal 🇸🇳 1-3

Gol by:
🇶🇦: Mohammed Muntari '78
🇸🇳: Boulaye Dia '41,
Famara Diedhiou '48, 
Bamba Dieng '84

Senegal raih kemenangan atas Qatar.

@FIFAWorldCup @QFA
@FootballSenegal

#FIFAWorldCup 
#PialaDunia2022 https://t.co/rgNotY0nh3",hasil fifa world cup fase grup a matchday ft qatar vs senegal gol by mohammed muntari boulaye famara diedhiou bamba dieng senegal raih kemenangan qatar,in,2,0,majo_lahraga,False,"FIFAWorldCup, PialaDunia2022","FIFAWorldCup, QFA, FootballSenegal",Jakarta,
1596158082702532608,Fri Nov 25 15:05:16 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",#IndiHome #PialaDunia2022 #PahlawanDariKita https://t.co/dkzl12sc9j,,und,0,0,venisulastriana,False,"IndiHome, PialaDunia2022, PahlawanDariKita",,"Selebar, Indonesia",
1596158065250041857,Fri Nov 25 15:05:12 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Beli palet FIFA World Cup Qatar 2022 di Vidio Hanha Rp 89.000 
Aktifkan melalui Indihome
#IndiHome #PialaDunia2022 #PahlawanDariKita https://t.co/snONUI75P9",beli palet fifa world cup qatar vidio hanha rp aktifkan indihome,in,0,0,LumaloHarahap,False,"IndiHome, PialaDunia2022, PahlawanDariKita",,"Kota Medan, Sumatera Utara",
1596158014494367744,Fri Nov 25 15:05:00 +0000 2022,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>","Fakmen Prediction untuk laga Ekuador kontra Belanda.

Belanda bakal pastikan tiket lolos malam ini?

#PialaDunia2022 #FIFAWorldCup https://t.co/DQPYcK10I1",fakmen prediction laga ekuador kontra belanda belanda pastikan tiket lolos malam,in,2,1,Sport77Official,False,"PialaDunia2022, FIFAWorldCup",,,
1596158004633948160,Fri Nov 25 15:04:58 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Senegal benamkan Qatar 3-1!
#FIFAWorldCup #PialaDunia2022
https://t.co/grg3Qk7Ti4",senegal benamkan qatar,in,0,0,sportstarsdotid,False,"FIFAWorldCup, PialaDunia2022",,,
1596157657886625792,Fri Nov 25 15:03:35 +0000 2022,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","CUMA DI REPUBLIK SPIN!!
EVENT MIX PARLAY SPECIAL WORLD CUP 2022 
BERHADIAH FANTASTIS!!
TUNGGU APA LAGI! DAFTAR DAN IKUTI EVENTNYA SEKARANG JUGA!
LINK DAFTAR : https://t.co/c5WKZgzRsG

#PialaDunia2022 #WIN #WorldcupQatar2022 #Event #REPUBLIKSPIN #WorldCup #pialadunia #BONUS #slot https://t.co/R3hzAMNMvD",republik spin event mix parlay special world cup berhadiah fantastis tunggu daftar ikuti eventnya link daftar,in,1,0,asiong_liem,False,"PialaDunia2022, WIN, WorldcupQatar2022, Event, REPUBLIKSPIN, WorldCup, pialadunia, BONUS, slot",,,
1596157602957643781,Fri Nov 25 15:03:22 +0000 2022,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Qatar akhirnya memberi gol pertama di Piala Dunia sebagai tuan rumah! Namun, Senegal bermain lebih dominan dan memenangkan pertandingan.

#Senegal #Qatar #FIFAWorldCup #PialaDunia2022 #Sepakbola #PialaDunia #Indosport https://t.co/er0DhDXuPD",qatar gol piala dunia tuan rumah senegal bermain dominan memenangkan pertandingan,in,0,0,indosportdotcom,False,"Senegal, Qatar, FIFAWorldCup, PialaDunia2022, Sepakbola, PialaDunia, Indosport",,"Indonesia, Jakarta",
1596157587166179328,Fri Nov 25 15:03:18 +0000 2022,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Laga Imbang Korsel vs Uruguay https://t.co/O8bNdkdKHA 
#kapitanews 
#uruguayvssouthkorea 
#UruguayVskorea 
#Qatar2022 
#QatarWorldCup2022 
#Qatar 
#PialaDunia2022 
#WorldcupQatar2022",laga imbang korsel vs uruguay,in,0,0,KapitaNews,False,"kapitanews, uruguayvssouthkorea, UruguayVskorea, Qatar2022, QatarWorldCup2022, Qatar, PialaDunia2022, WorldcupQatar2022",,Jakarta ,
1596157516903510023,Fri Nov 25 15:03:01 +0000 2022,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","FT: Qatar 1 - 3 Senegal.
Dengan kemenangan ini, Senegal menjadi negara dari Afrika pertama yang menang di Piala Dunia 2022.

#PestadiQatar #PialaDunia2022 #PialaDunia",ft qatar senegal kemenangan senegal negara afrika menang piala dunia,in,0,0,idntimes,,"PestadiQatar, PialaDunia2022, PialaDunia",,,
1596157445193478146,Fri Nov 25 15:02:44 +0000 2022,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @bharianmy: PIALA DUNIA 2022 QATAR
📻 KEPUTUSAN PENUH ❗

Kumpulan A
QATAR 1-3 SENEGAL
⚽️ - Boulaye Dia 41'
⚽️ - Famara Diedhiou 48'
⚽️ -…",piala dunia qatar keputusan penuh kumpulan aqatar senegal boulaye famara diedhiou,in,0,41,FukaiXin,,,bharianmy,negara matahari terbit　日本国神奈川県,
1596157403883413506,Fri Nov 25 15:02:34 +0000 2022,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Ikatan Cinta dengan Denny Caknan Memang Sudah Berakhir, Happy Asmara: Tapi Sayangku Tak Pernah Hilang

Jepang - iPhone - LGBT - #GoKyungPo - Gitasav - Fajar - Cianjut - Aurora - Asia #PialaDunia2022 
https://t.co/eN682ZKnzN",ikatan cinta denny caknan memang berakhir bahagia asmara sayangku tidak hilangjepang iphone lgbt gitasav fajar cianjut aurora asia,in,0,0,TextApaAja,False,"GoKyungPo, PialaDunia2022",,,
1596157372380065793,Fri Nov 25 15:02:27 +0000 2022,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","CUMA DI REPUBLIK SPIN!!
EVENT MIX PARLAY SPECIAL WORLD CUP 2022 
BERHADIAH FANTASTIS!!
TUNGGU APA LAGI! DAFTAR DAN IKUTI EVENTNYA SEKARANG JUGA!
LINK DAFTAR : https://t.co/hDm63uUxSd

#PialaDunia2022 #WIN #WorldcupQatar2022 #Event #REPUBLIKSPIN #WorldCup #pialadunia #BONUS #slot https://t.co/9jQmXwhbA9",republik spin event mix parlay special world cup berhadiah fantastis tunggu daftar ikuti eventnya link daftar,in,1,0,RepublikSpin,False,"PialaDunia2022, WIN, WorldcupQatar2022, Event, REPUBLIKSPIN, WorldCup, pialadunia, BONUS, slot",,Denpasar,
1596157370450997248,Fri Nov 25 15:02:26 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @bharianmy: PIALA DUNIA 2022 QATAR
📻 KEPUTUSAN PENUH ❗

Kumpulan A
QATAR 1-3 SENEGAL
⚽️ - Boulaye Dia 41'
⚽️ - Famara Diedhiou 48'
⚽️ -…",piala dunia qatar keputusan penuh kumpulan aqatar senegal boulaye famara diedhiou,in,0,2,pikupikoo,,,bharianmy,,
1596157341795160065,Fri Nov 25 15:02:20 +0000 2022,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","PIALA DUNIA 2022 QATAR
📻 KEPUTUSAN PENUH ❗

Kumpulan A
QATAR 1-3 SENEGAL
⚽️ - Boulaye Dia 41'
⚽️ - Famara Diedhiou 48'
⚽️ - Bamba Dieng 84'

⚽️ - Mohammed Muntari 78'

#PialaDunia2022 #Qatar2022 #WorldCup2022 #FIFA2022 https://t.co/bfjdzwpwQn",piala dunia qatar keputusan penuh kumpulan aqatar senegal boulaye famara diedhiou bamba dieng mohammed muntari,in,4,2,bharianmy,False,"PialaDunia2022, Qatar2022, WorldCup2022, FIFA2022",,Malaysia,
1596157151818309633,Fri Nov 25 15:01:34 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","#PialaDunia2022 #belandavsekuador
https://t.co/F8wumv99QU",,und,1,0,Dwiyuli_sw,False,"PialaDunia2022, belandavsekuador",,Bogor,
