id,created_at,source,original_text,clean_text,lang,favorite_count,retweet_count,original_author,possibly_sensitive,hashtags,user_mentions,place,place_coord_boundaries
1595667213310382080,Thu Nov 24 06:34:44 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","READY HIACE PREMIO 14 SEAT (DRIVER+BBM) ONLY 1.300K/DAY
#sewamobiljakarta #liburankeluarga  
#rentalmobilbali #wisatajakarta #wisatabandung #sewahiacebandung #sewahiacedepok #sewaalphardjakarta #liburankeluarga #Jakarta #tourjakarta 
#traveljakarta #wisatajogja #JBU #G20 #GOD https://t.co/vgdS4EMVZT",ready hiace premio seat driver bbm only day,en,0,0,FebrianRentalm1,False,"sewamobiljakarta, liburankeluarga, rentalmobilbali, wisatajakarta, wisatabandung, sewahiacebandung, sewahiacedepok, sewaalphardjakarta, liburankeluarga, Jakarta, tourjakarta, traveljakarta, wisatajogja, JBU, G20, GOD",,"Jakarta Barat, DKI Jakarta","[[106.801353, -6.226841], [106.885762, -6.226841], [106.885762, -6.134467], [106.801353, -6.134467]]"
1595665825645867008,Thu Nov 24 06:29:13 +0000 2022,"<a href=""https://www.jakartakerja.com"" rel=""nofollow"">JakartaKerja.com</a>","LOKER JAKARTA TERBARU: Technical Support - Business Development di PT. Indo Riau Perkasa
#lokerjakarta #lowongankerjajakarta #loker #jakarta #jabodetabek
https://t.co/Up4WE4fl89",loker jakarta terbaru technical support business development pt indo riau perkasa,in,0,0,jktkerja,False,"lokerjakarta, lowongankerjajakarta, loker, jakarta, jabodetabek",,"DKI Jakarta, Indonesia",
1595665710029877248,Thu Nov 24 06:28:45 +0000 2022,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Menawarkan Jasa Service Timbangan Manual dan Digital
https://t.co/sZNLXn3Lte
#Jakarta #service #Indonesia #Best #timbangan https://t.co/MB0wbzBsr8",menawarkan jasa service timbangan manual digital,in,0,0,timbanganindo1,False,"Jakarta, service, Indonesia, Best, timbangan",,"Jl Radin Inten 2 No. 62 Duren sawit, Jakarta Timur, Indonesia (13440)",
1595665138555801604,Thu Nov 24 06:26:29 +0000 2022,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","Site Quality Lead – Market Unit Indonesia
• Memahami Site Quality Management, Telecom &amp; Civil work, legal issue, dan kontrak

📍Untuk mendaftar: https://t.co/bfX9tnEeWf
.
.
.
#ManpowerJobs #lokerjakarta #SiteQualityLead #sitequality #lead #jakarta #qualityleads #infoloker https://t.co/GHlLl6QKWk",site quality lead market unit indonesia memahami site quality management telecom amp civil work legal issue kontrakuntuk mendaftar,in,0,0,ManpowerGroupID,False,"ManpowerJobs, lokerjakarta, SiteQualityLead, sitequality, lead, jakarta, qualityleads, infoloker",,Indonesia,
1595665116674281472,Thu Nov 24 06:26:24 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @muthuwu: Chennai -
Chettinad Vidyashram
PSBB KK Nagar and Nungambakkam
PSBB Millennium (all branches)
APL
Alphabet
Shraddha Children's…",chennai chettinad vidyashrampsbb kakak nagar and nungambakkampsbb millennium all branches aplalphabetshraddha children s,en,0,9,royeetus,,,muthuwu,,
1595665032267718656,Thu Nov 24 06:26:04 +0000 2022,"<a href=""https://techfakt.com"" rel=""nofollow"">TechFakt</a>","~Indonesian rescuers focus on landslide as quake toll rises~
https://t.co/6gHstMo0fA
#News #Information #Business #Travel #Food #Sports #Cricket #Student #Health #Infotech #WFH #Marketing
 
CIANJUR, Indonesia -- On the fourth day of an increasingly urgent search, Indonesia...",indonesian rescuers focus on landslide as quake toll rises cianjur indonesia on fourth day of an increasingly urgent search indonesia,en,0,0,FaktTech,False,"News, Information, Business, Travel, Food, Sports, Cricket, Student, Health, Infotech, WFH, Marketing",,,
1595664240865873920,Thu Nov 24 06:22:55 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",#FIFAWorldCup #Jakarta https://t.co/5CJKYbtWHS,,und,1,0,RoyAlex83893312,False,"FIFAWorldCup, Jakarta",,,
1595663458519109632,Thu Nov 24 06:19:49 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @hexxooss123: - Pijat Payudara+vagina
- Pijat fullbody
- Massage body to body
- ML (Tergantung Client)
- 2jam 150k
- Jagi colmek Dijamin…",pijat payudara vagina pijat fullbody massage body to body ml tergantung client jam jagi colmek dijamin,in,0,1,hexxooss123,,,hexxooss123,"Menteng, Jakarta Pusat",
1595661995696852993,Thu Nov 24 06:14:00 +0000 2022,"<a href=""http://www.bibikomputer.com"" rel=""nofollow"">BIBI KOMPUTER</a>",Dapatkan di https://t.co/RpyPq5UQvs ► Toko Komputer Online ◄ #Indonesia #Jakarta #Komputer MENJUAL ■ USB Flashdisk,dapatkan toko komputer online menjual usb flashdisk,in,0,0,bibikomputer,False,"Indonesia, Jakarta, Komputer",,"Jakarta Utara, DKI Jakarta",
1595661605962141697,Thu Nov 24 06:12:27 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @karirspot: KUMPULAN LOWONGAN MAGANG/ INTERNSHIP DI BERBAGAI TOP STARTUP SAMPAI MULTINATIONAL COMPANY DI INDONESIA.

BANYAK YANG PAID WF…",kumpulan lowongan magang internship top startup multinational company indonesia paid wf,in,0,1215,putricacha08,,,karirspot,,
1595661603042897920,Thu Nov 24 06:12:26 +0000 2022,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Apa artinya bagi kaum elit oposisi di Indonesia yang mengklaim mampu menghambat masuknya covid19 sejak awal (2 maret 2020)?

@alisyarief https://t.co/NYg9jDx13Z",kaum elit oposisi indonesia mengklaim menghambat masuknya covid awal maret,in,0,0,yngwieocalasty1,False,,alisyarief,,
1595661060287385600,Thu Nov 24 06:10:17 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @KemenkesRI: Update Situasi Terkini Perkembangan #COVID19 di Indonesia (23/11)
 
#BersatuLawanCovid19 #jagajarak #dirumahaja #pakaimaske…",update situasi terkini perkembangan indonesia,in,0,14,BerliandoRama,,"COVID19, BersatuLawanCovid19, jagajarak, dirumahaja",KemenkesRI,"Prambanan, Indonesia",
1595660734339624961,Thu Nov 24 06:08:59 +0000 2022,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","#Jakarta Kanak-kanak lelaki berusia enam tahun dikeluarkan dari runtuhan bangunan, pada Rabu, selepas dua hari terperangkap tanpa makanan atau minuman, susulan gempa bumi di Cianjur, Jawa Barat. 

https://t.co/MHHZetRMnT",kanak kanak lelaki berusia enam dikeluarkan runtuhan bangunan rabu selepas terperangkap makanan minuman susulan gempa bumi cianjur jawa barat,in,1,0,GlobalHM,False,Jakarta,,"Kuala Lumpur, Malaysia",
1595658752086011904,Thu Nov 24 06:01:07 +0000 2022,"<a href=""http://twittbot.net/"" rel=""nofollow"">twittbot.net</a>",gambar motif #batik #jakarta dki betawi batavia toko museum jayakarta #ondelondel #indonesia #batikfabric https://t.co/CuAeZeu8xi,gambar motif dki betawi batavia toko museum jayakarta,in,0,0,thebatikCOID,False,"batik, jakarta, ondelondel, indonesia, batikfabric",,"Yogyakarta, Indonesia",
1595658693684920320,Thu Nov 24 06:00:53 +0000 2022,"<a href=""http://twittbot.net/"" rel=""nofollow"">twittbot.net</a>",yu pasang #nexmedia klik di https://t.co/tqrzNsuuTi pesan langsung antar #love #vapor #jakarta,yu pasang klik pesan,in,0,0,Fajar_Bumaye,False,"nexmedia, love, vapor, jakarta",,Jakarta,
1595658642472042496,Thu Nov 24 06:00:40 +0000 2022,"<a href=""http://twittbot.net/"" rel=""nofollow"">twittbot.net</a>","Sablon kaos jakarta, Jasa jahit makloon, konveksi berkualitas. https://t.co/WybFCba9tE #Konveksi #sablon #jakarta cc monochromestore",sablon kaos jakarta jasa jahit makloon konveksi berkualitas cc monochromestore,in,0,0,Traceline_,False,"Konveksi, sablon, jakarta",,"Jakarta , Indonesia",
1595658516433346563,Thu Nov 24 06:00:10 +0000 2022,"<a href=""https://www.tweetedtimes.com"" rel=""nofollow"">The Tweeted Times</a>",#Jakarta 5 #DKIJakarta @JakartaIDNews https://t.co/1CQn9w3YSb,,und,0,0,JakartaIDNews,False,"Jakarta, DKIJakarta",JakartaIDNews,,
1595658050048004097,Thu Nov 24 05:58:19 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @karirspot: KUMPULAN LOWONGAN MAGANG/ INTERNSHIP DI BERBAGAI TOP STARTUP SAMPAI MULTINATIONAL COMPANY DI INDONESIA.

BANYAK YANG PAID WF…",kumpulan lowongan magang internship top startup multinational company indonesia paid wf,in,0,1215,bolarng,,,karirspot,,
1595656212351172613,Thu Nov 24 05:51:01 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @Mawar_luve: Yuk full in slot expo Mawar.. 😘😘 
#ExpoBandung 25-26 
#EXPOjakarta 27-28 
#OPENBOBandung #bobandung #BokinganBandung #avail…",yuk full in slot expo mawar,en,0,13,Mawar_luve,,"ExpoBandung, EXPOjakarta, OPENBOBandung, bobandung, BokinganBandung",Mawar_luve,"Jawa Tengah, Indonesia",
1595655825665667072,Thu Nov 24 05:49:29 +0000 2022,"<a href=""https://www.tweetedtimes.com"" rel=""nofollow"">The Tweeted Times</a>","#Polisi #Jakarta #DKIJakarta @TMCPoldaMetro: '12.27 Situasi arus lalu lintas Traffic Light Bundaran HI Jakarta Pusat terpantau lancar ' https://t.co/VppSKhmA7E, see more https://t.co/oJIVLJWxWl",situasi arus lintas traffic terang bundaran hai jakarta pusat terpantau lancar see more,in,0,0,JakartaIDNews,False,"Polisi, Jakarta, DKIJakarta",TMCPoldaMetro,,
1595655823342342144,Thu Nov 24 05:49:28 +0000 2022,"<a href=""https://www.tweetedtimes.com"" rel=""nofollow"">The Tweeted Times</a>","#Jakarta #DKIJakarta @JakartaIDNews @DKIJakarta: 'Pj Gubernur Heru juga memberikan arahan kepada jajaran untuk terus meningkatkan pelayanan maksimal bagi warga, terutama terkait urusan perizinan dan perbaikan data kepen… https://t.co/ggnQTg9QLD, see more https://t.co/eF44HD5Mha",pj gubernur heru arahan jajaran pelayanan maksimal warga terkait urusan perizinan perbaikan data kepen see more,in,0,0,JakartaIDNews,False,"Jakarta, DKIJakarta","JakartaIDNews, DKIJakarta",,
1595654830043066368,Thu Nov 24 05:45:31 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MAKAN SIANG &amp; BERSAHABAT.

Menikmati sajian khas #Minang
Disaat bersamaan dapat teman baru.

#Reasarea Km 21 - #Bogor ke #Jakarta
#Kopiloti 

Salam sehat, sukses dan bahagia selalu.

#Sambelbuseno #Hotman911 #Kopijohny #Atlasbali @richmanlounge #bali #komodo #mandalika #lombok https://t.co/OETrjVEeNW",makan siang amp bersahabat menikmati sajian khas bersamaan teman salam sehat sukses bahagia,in,0,0,suseno212,False,"Minang, Reasarea, Bogor, Jakarta, Kopiloti, Sambelbuseno, Hotman911, Kopijohny, Atlasbali, bali, komodo, mandalika, lombok",,Taman suropati,"[[106.886777, -6.181952], [106.934269, -6.181952], [106.934269, -6.136253], [106.886777, -6.136253]]"
1595653836118843392,Thu Nov 24 05:41:35 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @ianhugen: barusan baca berita soal Jakarta akan psbb ketat lagi... 

kalau memang itu jalan yg terbaik, silahkan. I guess we hv no othe…",barusan baca berita jakarta psbb ketat memang jalan terbaik silahkan i guess we hv othe,in,0,123,alynajung,,,ianhugen,,
1595653712877608960,Thu Nov 24 05:41:05 +0000 2022,"<a href=""http://twittbot.net/"" rel=""nofollow"">twittbot.net</a>",pesan sticker rambu apar https://t.co/2TyiilfIGm #jakarta #bogor #depok #tangerang #bekasi #industri #hotel #mall,pesan sticker rambu apar,in,0,0,bantenlooks,False,"jakarta, bogor, depok, tangerang, bekasi, industri, hotel, mall",,,
1595653696947621888,Thu Nov 24 05:41:01 +0000 2022,"<a href=""http://twittbot.net/"" rel=""nofollow"">twittbot.net</a>",Sticker Oneway Mobil Kampanye ~  https://t.co/5tE7Xw9y3Z  #jakarta #tangerang  #kampanye #politik #LSM #caleg #pileg #pilpres #pilkada,sticker oneway mobil kampanye,in,0,0,readykak,False,"jakarta, tangerang, kampanye, politik, LSM, caleg, pileg, pilpres, pilkada",,Tangerang,
